source,target,year,weight
339,424,2006,0
339,424,2007,0
339,424,2008,0
339,424,2009,2
339,424,2010,5
339,424,2011,1
339,424,2012,0
339,424,2013,0
339,424,2014,1
339,425,2000,0
339,425,2001,0
339,425,2002,0
339,425,2003,0
339,425,2004,0
339,425,2005,0
339,425,2006,1
339,425,2007,0
339,425,2008,0
339,425,2009,1
339,425,2010,0
339,425,2011,0
339,425,2012,0
339,425,2013,0
339,425,2014,0
339,441,2000,0
339,441,2001,0
339,441,2002,0
339,441,2003,0
339,441,2004,0
339,441,2005,0
339,441,2006,1
339,441,2007,0
339,441,2008,0
339,441,2009,0
339,441,2010,0
339,441,2011,0
339,441,2012,0
339,441,2013,0
339,441,2014,0
339,444,2000,0
339,444,2001,0
339,444,2002,0
339,444,2003,0
339,444,2004,0
339,444,2005,0
339,444,2006,0
339,444,2007,1
339,444,2008,0
339,444,2009,0
339,444,2010,0
339,444,2011,0
339,444,2012,0
339,444,2013,0
339,444,2014,0
339,446,2000,1
339,446,2001,0
339,446,2002,0
339,446,2003,0
339,446,2004,1
339,446,2005,0
339,446,2006,0
339,446,2007,0
339,446,2008,1
339,446,2009,0
339,446,2010,0
339,446,2011,3
339,446,2012,0
339,446,2013,2
339,446,2014,2
339,448,2000,0
339,448,2001,0
339,448,2002,1
339,448,2003,1
339,448,2004,1
339,448,2005,0
339,448,2006,0
339,448,2007,0
339,448,2008,1
339,448,2009,0
339,448,2010,0
339,448,2011,0
339,448,2012,0
339,448,2013,1
339,448,2014,0
339,451,2000,1
339,451,2001,1
339,451,2002,0
339,451,2003,3
339,451,2004,2
339,451,2005,1
339,451,2006,1
339,451,2007,0
339,451,2008,1
339,451,2009,0
339,451,2010,3
339,451,2011,0
339,451,2012,0
339,451,2013,1
339,451,2014,0
339,452,2000,0
339,452,2001,1
339,452,2002,0
339,452,2003,0
339,452,2004,0
339,452,2005,0
339,452,2006,0
339,452,2007,0
339,452,2008,0
339,452,2009,0
339,452,2010,0
339,452,2011,0
339,452,2012,0
339,452,2013,0
339,452,2014,0
339,453,2000,2
339,453,2001,0
339,453,2002,0
339,453,2003,1
339,453,2004,2
339,453,2005,1
339,453,2006,0
339,453,2007,0
339,453,2008,0
339,453,2009,0
339,453,2010,0
339,453,2011,0
339,453,2012,0
339,453,2013,1
339,453,2014,1
339,454,2000,0
339,454,2001,0
339,454,2002,0
339,454,2003,1
339,454,2004,1
339,454,2005,0
339,454,2006,0
339,454,2007,0
339,454,2008,0
339,454,2009,1
339,454,2010,0
339,454,2011,0
339,454,2012,1
339,454,2013,1
339,454,2014,0
339,484,2000,0
339,484,2001,0
339,484,2002,0
339,484,2003,0
339,484,2004,0
339,484,2005,0
339,484,2006,0
339,484,2007,1
339,484,2008,0
339,484,2009,0
339,484,2010,0
339,484,2011,0
339,484,2012,0
339,484,2013,0
339,484,2014,0
339,486,2000,0
339,486,2001,0
339,486,2002,1
339,486,2003,0
339,486,2004,0
339,486,2005,0
339,486,2006,0
339,486,2007,0
339,486,2008,0
339,486,2009,0
339,486,2010,0
339,486,2011,0
339,486,2012,0
339,486,2013,0
339,486,2014,0
339,488,2000,1
339,488,2001,0
339,488,2002,0
339,488,2003,1
339,488,2004,0
339,488,2005,0
339,488,2006,0
339,488,2007,1
339,488,2008,0
339,488,2009,0
339,488,2010,0
339,488,2011,0
339,488,2012,0
339,488,2013,0
339,488,2014,0
339,511,2000,2
339,511,2001,1
339,511,2002,2
339,511,2003,2
339,511,2004,5
339,511,2005,2
339,511,2006,9
339,511,2007,5
339,511,2008,4
339,511,2009,6
339,511,2010,1
339,511,2011,3
339,511,2012,7
339,511,2013,5
339,511,2014,3
339,512,2000,0
339,512,2001,1
339,512,2002,0
339,512,2003,0
339,512,2004,0
339,512,2005,1
339,512,2006,0
339,512,2007,0
339,512,2008,0
339,512,2009,0
339,512,2010,0
339,512,2011,0
339,512,2012,0
339,512,2013,0
339,512,2014,0
339,515,2000,0
339,515,2001,0
339,515,2002,0
339,515,2003,1
339,515,2004,1
339,515,2005,0
339,515,2006,0
339,515,2007,1
339,515,2008,0
339,515,2009,1
339,515,2010,0
339,515,2011,0
339,515,2012,0
339,515,2013,0
339,515,2014,1
339,517,2000,1
339,517,2001,0
339,517,2002,0
339,517,2003,0
339,517,2004,0
339,517,2005,0
339,517,2006,0
339,517,2007,0
339,517,2008,0
339,517,2009,0
339,517,2010,0
339,517,2011,1
339,517,2012,0
339,517,2013,0
339,517,2014,0
339,518,2000,0
339,518,2001,0
339,518,2002,0
339,518,2003,0
339,518,2004,0
339,518,2005,0
339,518,2006,0
339,518,2007,0
339,518,2008,0
339,518,2009,1
339,518,2010,0
339,518,2011,0
339,518,2012,1
339,518,2013,0
339,518,2014,2
339,522,2000,0
339,522,2001,0
339,522,2002,0
339,522,2003,0
339,522,2004,1
339,522,2005,0
339,522,2006,0
339,522,2007,0
339,522,2008,0
339,522,2009,0
339,522,2010,0
339,522,2011,0
339,522,2012,0
339,522,2013,0
339,522,2014,0
339,523,2000,1
339,523,2001,2
339,523,2002,1
339,523,2003,1
339,523,2004,3
339,523,2005,4
339,523,2006,1
339,523,2007,1
339,523,2008,0
339,523,2009,3
339,523,2010,0
339,523,2011,0
339,523,2012,0
339,523,2013,1
339,523,2014,0
339,524,2000,1
339,524,2001,0
339,524,2002,0
339,524,2003,0
339,524,2004,0
339,524,2005,0
339,524,2006,0
339,524,2007,0
339,524,2008,0
339,524,2009,0
339,524,2010,0
339,524,2011,0
339,524,2012,0
339,524,2013,0
339,524,2014,0
339,531,2000,0
339,531,2001,0
339,531,2002,0
339,531,2003,0
339,531,2004,0
339,531,2005,0
339,531,2006,0
339,531,2007,0
339,531,2008,0
339,531,2009,0
339,531,2010,0
339,531,2011,0
339,531,2012,0
339,531,2013,0
339,531,2014,1
339,533,2000,0
339,533,2001,0
339,533,2002,0
339,533,2003,0
339,533,2004,1
339,533,2005,0
339,533,2006,0
339,533,2007,0
339,533,2008,0
339,533,2009,0
339,533,2010,0
339,533,2011,0
339,533,2012,0
339,533,2013,0
339,533,2014,0
339,541,2000,6
339,541,2001,3
339,541,2002,6
339,541,2003,2
339,541,2004,5
339,541,2005,5
339,541,2006,3
339,541,2007,9
339,541,2008,3
339,541,2009,2
339,541,2010,2
339,541,2011,2
339,541,2012,5
339,541,2013,1
339,541,2014,3
339,551,2000,0
339,551,2001,0
339,551,2002,0
339,551,2003,0
339,551,2004,0
339,551,2005,0
339,551,2006,0
339,551,2007,0
339,551,2008,1
339,551,2009,0
339,551,2010,0
339,551,2011,0
339,551,2012,1
339,551,2013,0
339,551,2014,0
339,561,2000,3
339,561,2001,1
339,561,2002,0
339,561,2003,1
339,561,2004,2
339,561,2005,4
339,561,2006,4
339,561,2007,0
339,561,2008,0
339,561,2009,2
339,561,2010,0
339,561,2011,0
339,561,2012,0
339,561,2013,0
339,561,2014,0
339,562,2000,0
339,562,2001,0
339,562,2002,3
339,562,2003,0
339,562,2004,0
339,562,2005,0
339,562,2006,0
339,562,2007,0
339,562,2008,0
339,562,2009,0
339,562,2010,0
339,562,2011,1
339,562,2012,0
339,562,2013,0
339,562,2014,0
339,611,2000,2
339,611,2001,0
339,611,2002,1
339,611,2003,0
339,611,2004,1
339,611,2005,0
339,611,2006,0
339,611,2007,0
339,611,2008,0
339,611,2009,0
339,611,2010,0
339,611,2011,0
339,611,2012,0
339,611,2013,0
339,611,2014,0
339,621,2000,2
339,621,2001,3
339,621,2002,2
339,621,2003,2
339,621,2004,4
339,621,2005,5
339,621,2006,10
339,621,2007,4
339,621,2008,2
339,621,2009,4
339,621,2010,4
339,621,2011,1
339,621,2012,1
339,621,2013,2
339,621,2014,4
339,622,2000,0
339,622,2001,0
339,622,2002,0
339,622,2003,0
339,622,2004,0
339,622,2005,0
339,622,2006,0
339,622,2007,1
339,622,2008,0
339,622,2009,0
339,622,2010,0
339,622,2011,2
339,622,2012,0
339,622,2013,0
339,622,2014,2
339,623,2000,0
339,623,2001,0
339,623,2002,0
339,623,2003,0
339,623,2004,0
339,623,2005,0
339,623,2006,1
339,623,2007,0
339,623,2008,0
339,623,2009,0
339,623,2010,0
339,623,2011,0
339,623,2012,1
339,623,2013,1
339,623,2014,0
339,711,2000,0
339,711,2001,0
339,711,2002,0
339,711,2003,0
339,711,2004,1
339,711,2005,0
339,711,2006,0
339,711,2007,0
339,711,2008,0
339,711,2009,0
339,711,2010,0
339,711,2011,0
339,711,2012,0
339,711,2013,0
339,711,2014,0
339,713,2000,0
339,713,2001,0
339,713,2002,1
339,713,2003,2
339,713,2004,0
339,713,2005,0
339,713,2006,0
339,713,2007,0
339,713,2008,1
339,713,2009,0
339,713,2010,0
339,713,2011,0
339,713,2012,0
339,713,2013,0
339,713,2014,0
339,721,2000,0
339,721,2001,0
339,721,2002,0
339,721,2003,0
339,721,2004,0
339,721,2005,0
339,721,2006,1
339,721,2007,0
339,721,2008,0
339,721,2009,0
339,721,2010,0
339,721,2011,0
339,721,2012,0
339,721,2013,0
339,721,2014,0
339,722,2000,0
339,722,2001,0
339,722,2002,0
339,722,2003,0
339,722,2004,1
339,722,2005,1
339,722,2006,0
339,722,2007,0
339,722,2008,0
339,722,2009,0
339,722,2010,0
339,722,2011,0
339,722,2012,0
339,722,2013,0
339,722,2014,0
339,811,2000,0
339,811,2001,0
339,811,2002,0
339,811,2003,0
339,811,2004,0
339,811,2005,0
339,811,2006,0
339,811,2007,1
339,811,2008,0
339,811,2009,1
339,811,2010,0
339,811,2011,1
339,811,2012,2
339,811,2013,0
339,811,2014,0
339,812,2000,0
339,812,2001,0
339,812,2002,1
339,812,2003,0
339,812,2004,0
339,812,2005,0
339,812,2006,0
339,812,2007,0
339,812,2008,0
339,812,2009,1
339,812,2010,0
339,812,2011,0
339,812,2012,0
339,812,2013,0
339,812,2014,0
339,924,2000,0
339,924,2001,0
339,924,2002,1
339,924,2003,0
339,924,2004,0
339,924,2005,0
339,924,2006,0
339,924,2007,0
339,924,2008,0
339,924,2009,0
339,924,2010,0
339,924,2011,0
339,924,2012,0
339,924,2013,0
339,924,2014,0
339,BBB,2000,0
339,BBB,2001,0
339,BBB,2002,0
339,BBB,2003,0
339,BBB,2004,0
339,BBB,2005,0
339,BBB,2006,0
339,BBB,2007,0
339,BBB,2008,1
339,BBB,2009,0
339,BBB,2010,0
339,BBB,2011,0
339,BBB,2012,0
339,BBB,2013,0
339,BBB,2014,0
423,111,2000,0
423,111,2001,0
423,111,2002,0
423,111,2003,0
423,111,2004,0
423,111,2005,0
423,111,2006,0
423,111,2007,0
423,111,2008,0
423,111,2009,0
423,111,2010,0
423,111,2011,0
423,111,2012,1
423,111,2013,0
423,111,2014,0
423,211,2000,3
423,211,2001,1
423,211,2002,0
423,211,2003,0
423,211,2004,0
423,211,2005,0
423,211,2006,2
423,211,2007,0
423,211,2008,0
423,211,2009,0
423,211,2010,0
423,211,2011,1
423,211,2012,0
423,211,2013,0
423,211,2014,0
423,212,2000,1
423,212,2001,0
423,212,2002,0
423,212,2003,0
423,212,2004,1
423,212,2005,0
423,212,2006,1
423,212,2007,1
423,212,2008,2
423,212,2009,0
423,212,2010,3
423,212,2011,0
423,212,2012,0
423,212,2013,0
423,212,2014,0
423,213,2000,0
423,213,2001,0
423,213,2002,0
423,213,2003,0
423,213,2004,0
423,213,2005,2
423,213,2006,0
423,213,2007,0
423,213,2008,0
423,213,2009,0
423,213,2010,0
423,213,2011,1
423,213,2012,0
423,213,2013,1
423,213,2014,1
423,221,2000,1
423,221,2001,2
423,221,2002,0
423,221,2003,0
423,221,2004,2
423,221,2005,1
423,221,2006,11
423,221,2007,1
423,221,2008,3
423,221,2009,0
423,221,2010,2
423,221,2011,0
423,221,2012,1
423,221,2013,2
423,221,2014,0
423,236,2000,1
423,236,2001,0
423,236,2002,0
423,236,2003,2
423,236,2004,0
423,236,2005,2
423,236,2006,1
423,236,2007,0
423,236,2008,0
423,236,2009,1
423,236,2010,1
423,236,2011,0
423,236,2012,0
423,236,2013,2
423,236,2014,2
423,237,2000,0
423,237,2001,1
423,237,2002,0
423,237,2003,0
423,237,2004,0
423,237,2005,0
423,237,2006,1
423,237,2007,2
423,237,2008,1
423,237,2009,0
423,237,2010,0
423,237,2011,0
423,237,2012,1
423,237,2013,0
423,237,2014,0
423,238,2000,2
423,238,2001,2
423,238,2002,0
423,238,2003,1
423,238,2004,1
423,238,2005,0
423,238,2006,6
423,238,2007,1
423,238,2008,1
423,238,2009,0
423,238,2010,2
423,238,2011,3
423,238,2012,3
423,238,2013,3
423,238,2014,2
423,311,2000,0
423,311,2001,0
423,311,2002,0
423,311,2003,0
423,311,2004,3
423,311,2005,0
423,311,2006,0
423,311,2007,0
423,311,2008,0
423,311,2009,1
423,311,2010,0
423,311,2011,1
423,311,2012,0
423,311,2013,0
423,311,2014,0
423,312,2000,0
423,312,2001,0
423,312,2002,0
423,312,2003,0
423,312,2004,0
423,312,2005,0
423,312,2006,0
423,312,2007,1
423,312,2008,0
423,312,2009,0
423,312,2010,0
423,312,2011,0
423,312,2012,0
423,312,2013,0
423,312,2014,0
423,313,2000,0
423,313,2001,0
423,313,2002,0
423,313,2003,0
423,313,2004,0
423,313,2005,0
423,313,2006,0
423,313,2007,0
423,313,2008,0
423,313,2009,0
423,313,2010,0
423,313,2011,0
423,313,2012,0
423,313,2013,1
423,313,2014,0
423,314,2000,0
423,314,2001,0
423,314,2002,0
423,314,2003,1
423,314,2004,1
423,314,2005,0
423,314,2006,1
423,314,2007,0
423,314,2008,1
423,314,2009,0
423,314,2010,0
423,314,2011,0
423,314,2012,0
423,314,2013,0
423,314,2014,0
423,315,2000,0
423,315,2001,0
423,315,2002,0
423,315,2003,0
423,315,2004,0
423,315,2005,0
423,315,2006,0
423,315,2007,1
423,315,2008,0
423,315,2009,0
423,315,2010,0
423,315,2011,0
423,315,2012,1
423,315,2013,0
423,315,2014,0
423,316,2000,0
423,316,2001,0
423,316,2002,0
423,316,2003,0
423,316,2004,0
423,316,2005,0
423,316,2006,0
423,316,2007,1
423,316,2008,0
423,316,2009,1
423,316,2010,0
423,316,2011,0
423,316,2012,1
423,316,2013,0
423,316,2014,0
423,321,2000,1
423,321,2001,0
423,321,2002,1
423,321,2003,0
423,321,2004,2
423,321,2005,3
423,321,2006,3
423,321,2007,1
423,321,2008,2
423,321,2009,2
423,321,2010,1
423,321,2011,1
423,321,2012,0
423,321,2013,0
423,321,2014,1
423,322,2000,1
423,322,2001,0
423,322,2002,0
423,322,2003,0
423,322,2004,2
423,322,2005,0
423,322,2006,0
423,322,2007,0
423,322,2008,0
423,322,2009,0
423,322,2010,0
423,322,2011,0
423,322,2012,0
423,322,2013,0
423,322,2014,2
423,323,2000,0
423,323,2001,0
423,323,2002,0
423,323,2003,0
423,323,2004,1
423,323,2005,0
423,323,2006,1
423,323,2007,0
423,323,2008,0
423,323,2009,0
423,323,2010,0
423,323,2011,1
423,323,2012,1
423,323,2013,0
423,323,2014,0
423,324,2000,1
423,324,2001,1
423,324,2002,0
423,324,2003,0
423,324,2004,1
423,324,2005,0
423,324,2006,2
423,324,2007,0
423,324,2008,0
423,324,2009,0
423,324,2010,1
423,324,2011,0
423,324,2012,0
423,324,2013,0
423,324,2014,0
423,325,2000,2
423,325,2001,2
423,325,2002,0
423,325,2003,5
423,325,2004,5
423,325,2005,3
423,325,2006,6
423,325,2007,2
423,325,2008,1
423,325,2009,0
423,325,2010,2
423,325,2011,2
423,325,2012,2
423,325,2013,2
423,325,2014,0
423,326,2000,0
423,326,2001,1
423,326,2002,0
423,326,2003,0
423,326,2004,2
423,326,2005,1
423,326,2006,3
423,326,2007,0
423,326,2008,1
423,326,2009,0
423,326,2010,1
423,326,2011,2
423,326,2012,2
423,326,2013,1
423,326,2014,3
423,327,2000,8
423,327,2001,2
423,327,2002,1
423,327,2003,1
423,327,2004,2
423,327,2005,0
423,327,2006,2
423,327,2007,4
423,327,2008,0
423,327,2009,2
423,327,2010,0
423,327,2011,1
423,327,2012,0
423,327,2013,0
423,327,2014,1
423,331,2000,3
423,331,2001,1
423,331,2002,3
423,331,2003,2
423,331,2004,2
423,331,2005,5
423,331,2006,7
423,331,2007,4
423,331,2008,4
423,331,2009,0
423,331,2010,2
423,331,2011,5
423,331,2012,0
423,331,2013,1
423,331,2014,5
423,332,2000,2
423,332,2001,5
423,332,2002,5
423,332,2003,2
423,332,2004,7
423,332,2005,4
423,332,2006,11
423,332,2007,12
423,332,2008,1
423,332,2009,1
423,332,2010,6
423,332,2011,2
423,332,2012,6
423,332,2013,4
423,332,2014,1
423,333,2000,5
423,333,2001,3
423,333,2002,2
423,333,2003,1
423,333,2004,4
423,333,2005,6
423,333,2006,3
423,333,2007,9
423,333,2008,3
423,333,2009,2
423,333,2010,1
423,333,2011,3
423,333,2012,7
423,333,2013,7
423,333,2014,7
423,334,2000,18
423,334,2001,12
423,334,2002,4
423,334,2003,8
423,334,2004,14
423,334,2005,10
423,334,2006,12
423,334,2007,4
423,334,2008,7
423,334,2009,6
423,334,2010,4
423,334,2011,6
423,334,2012,7
423,334,2013,4
423,334,2014,5
423,335,2000,0
423,335,2001,2
423,335,2002,1
423,335,2003,3
423,335,2004,0
423,335,2005,1
423,335,2006,6
423,335,2007,6
423,335,2008,2
423,335,2009,0
423,335,2010,2
423,335,2011,5
423,335,2012,2
423,335,2013,3
423,335,2014,3
423,336,2000,4
423,336,2001,5
423,336,2002,1
423,336,2003,2
423,336,2004,3
423,336,2005,3
423,336,2006,7
423,336,2007,3
423,336,2008,2
423,336,2009,1
423,336,2010,5
423,336,2011,2
423,336,2012,8
423,336,2013,2
423,336,2014,5
423,337,2000,1
423,337,2001,0
423,337,2002,1
423,337,2003,0
423,337,2004,0
423,337,2005,0
423,337,2006,0
423,337,2007,1
423,337,2008,2
423,337,2009,0
423,337,2010,0
423,337,2011,1
423,337,2012,0
423,337,2013,2
423,337,2014,2
423,339,2000,4
423,339,2001,3
423,339,2002,0
423,339,2003,3
423,339,2004,8
423,339,2005,3
423,339,2006,4
423,339,2007,4
423,339,2008,6
423,339,2009,4
423,339,2010,2
423,339,2011,3
423,339,2012,3
423,339,2013,2
423,339,2014,3
423,423,2000,81
423,423,2001,37
423,423,2002,45
423,423,2003,65
423,423,2004,51
423,423,2005,95
423,423,2006,89
423,423,2007,98
423,423,2008,93
423,423,2009,56
423,423,2010,54
423,423,2011,68
423,423,2012,92
423,423,2013,83
423,423,2014,65
423,424,2000,5
423,424,2001,2
423,424,2002,2
423,424,2003,4
423,424,2004,3
423,424,2005,5
423,424,2006,1
423,424,2007,6
423,424,2008,7
423,424,2009,6
423,424,2010,4
423,424,2011,5
423,424,2012,6
423,424,2013,3
423,424,2014,2
423,425,2000,0
423,425,2001,0
423,425,2002,0
423,425,2003,0
423,425,2004,0
423,425,2005,1
423,425,2006,1
423,425,2007,0
423,425,2008,0
423,425,2009,0
423,425,2010,1
423,425,2011,0
423,425,2012,1
423,425,2013,0
423,425,2014,2
423,441,2000,1
423,441,2001,0
423,441,2002,0
423,441,2003,3
423,441,2004,2
423,441,2005,1
423,441,2006,1
423,441,2007,3
423,441,2008,1
423,441,2009,3
423,441,2010,1
423,441,2011,0
423,441,2012,4
423,441,2013,3
423,441,2014,6
423,443,2000,0
423,443,2001,0
423,443,2002,1
423,443,2003,1
423,443,2004,1
423,443,2005,0
423,443,2006,6
423,443,2007,2
423,443,2008,2
423,443,2009,0
423,443,2010,0
423,443,2011,4
423,443,2012,0
423,443,2013,1
423,443,2014,1
423,444,2000,1
423,444,2001,1
423,444,2002,4
423,444,2003,3
423,444,2004,6
423,444,2005,4
423,444,2006,9
423,444,2007,2
423,444,2008,3
423,444,2009,0
423,444,2010,2
423,444,2011,7
423,444,2012,3
423,444,2013,2
423,444,2014,1
423,446,2000,0
423,446,2001,2
423,446,2002,0
423,446,2003,0
423,446,2004,0
423,446,2005,2
423,446,2006,1
423,446,2007,1
423,446,2008,1
423,446,2009,0
423,446,2010,2
423,446,2011,4
423,446,2012,2
423,446,2013,0
423,446,2014,0
423,448,2000,1
423,448,2001,0
423,448,2002,0
423,448,2003,0
423,448,2004,0
423,448,2005,0
423,448,2006,1
423,448,2007,0
423,448,2008,0
423,448,2009,0
423,448,2010,0
423,448,2011,0
423,448,2012,0
423,448,2013,0
423,448,2014,0
423,451,2000,2
423,451,2001,0
423,451,2002,1
423,451,2003,0
423,451,2004,1
423,451,2005,1
423,451,2006,1
423,451,2007,0
423,451,2008,0
423,451,2009,0
423,451,2010,0
423,451,2011,2
423,451,2012,0
423,451,2013,0
423,451,2014,0
423,452,2000,0
423,452,2001,0
423,452,2002,0
423,452,2003,0
423,452,2004,0
423,452,2005,1
423,452,2006,0
423,452,2007,0
423,452,2008,0
423,452,2009,0
423,452,2010,0
423,452,2011,0
423,452,2012,0
423,452,2013,0
423,452,2014,0
423,453,2000,2
423,453,2001,0
423,453,2002,1
423,453,2003,0
423,453,2004,1
423,453,2005,2
423,453,2006,1
423,453,2007,4
423,453,2008,5
423,453,2009,2
423,453,2010,0
423,453,2011,2
423,453,2012,1
423,453,2013,2
423,453,2014,0
423,454,2000,2
423,454,2001,3
423,454,2002,0
423,454,2003,0
423,454,2004,0
423,454,2005,0
423,454,2006,0
423,454,2007,0
423,454,2008,0
423,454,2009,1
423,454,2010,0
423,454,2011,1
423,454,2012,2
423,454,2013,1
423,454,2014,0
423,481,2000,1
423,481,2001,0
423,481,2002,0
423,481,2003,0
423,481,2004,0
423,481,2005,0
423,481,2006,0
423,481,2007,0
423,481,2008,0
423,481,2009,0
423,481,2010,0
423,481,2011,0
423,481,2012,0
423,481,2013,0
423,481,2014,0
423,483,2000,0
423,483,2001,0
423,483,2002,1
423,483,2003,0
423,483,2004,0
423,483,2005,0
423,483,2006,0
423,483,2007,1
423,483,2008,0
423,483,2009,0
423,483,2010,0
423,483,2011,0
423,483,2012,0
423,483,2013,0
423,483,2014,0
423,484,2000,0
423,484,2001,1
423,484,2002,0
423,484,2003,0
423,484,2004,0
423,484,2005,1
423,484,2006,1
423,484,2007,0
423,484,2008,0
423,484,2009,1
423,484,2010,0
423,484,2011,0
423,484,2012,1
423,484,2013,1
423,484,2014,0
423,488,2000,1
423,488,2001,1
423,488,2002,0
423,488,2003,0
423,488,2004,0
423,488,2005,1
423,488,2006,0
423,488,2007,0
423,488,2008,2
423,488,2009,2
423,488,2010,0
423,488,2011,2
423,488,2012,2
423,488,2013,0
423,488,2014,0
423,493,2000,0
423,493,2001,0
423,493,2002,0
423,493,2003,0
423,493,2004,1
423,493,2005,0
423,493,2006,2
423,493,2007,1
423,493,2008,0
423,493,2009,1
423,493,2010,0
423,493,2011,1
423,493,2012,0
423,493,2013,0
423,493,2014,3
423,511,2000,1
423,511,2001,1
423,511,2002,2
423,511,2003,0
423,511,2004,5
423,511,2005,3
423,511,2006,4
423,511,2007,5
423,511,2008,4
423,511,2009,1
423,511,2010,4
423,511,2011,3
423,511,2012,7
423,511,2013,6
423,511,2014,6
423,512,2000,0
423,512,2001,0
423,512,2002,0
423,512,2003,1
423,512,2004,1
423,512,2005,1
423,512,2006,0
423,512,2007,0
423,512,2008,0
423,512,2009,0
423,512,2010,0
423,512,2011,0
423,512,2012,0
423,512,2013,0
423,512,2014,0
423,517,2000,9
423,517,2001,3
423,517,2002,2
423,517,2003,0
423,517,2004,3
423,517,2005,1
423,517,2006,1
423,517,2007,0
423,517,2008,2
423,517,2009,1
423,517,2010,2
423,517,2011,1
423,517,2012,0
423,517,2013,1
423,517,2014,1
423,518,2000,2
423,518,2001,0
423,518,2002,0
423,518,2003,0
423,518,2004,0
423,518,2005,0
423,518,2006,1
423,518,2007,0
423,518,2008,0
423,518,2009,0
423,518,2010,0
423,518,2011,0
423,518,2012,1
423,518,2013,0
423,518,2014,0
423,519,2000,0
423,519,2001,1
423,519,2002,0
423,519,2003,0
423,519,2004,0
423,519,2005,0
423,519,2006,0
423,519,2007,0
423,519,2008,0
423,519,2009,0
423,519,2010,0
423,519,2011,0
423,519,2012,0
423,519,2013,0
423,519,2014,0
423,522,2000,1
423,522,2001,0
423,522,2002,0
423,522,2003,0
423,522,2004,1
423,522,2005,0
423,522,2006,0
423,522,2007,1
423,522,2008,0
423,522,2009,2
423,522,2010,0
423,522,2011,0
423,522,2012,0
423,522,2013,1
423,522,2014,0
423,523,2000,3
423,523,2001,0
423,523,2002,0
423,523,2003,1
423,523,2004,3
423,523,2005,0
423,523,2006,3
423,523,2007,2
423,523,2008,2
423,523,2009,1
423,523,2010,4
423,523,2011,0
423,523,2012,1
423,523,2013,0
423,523,2014,2
423,524,2000,1
423,524,2001,0
423,524,2002,0
423,524,2003,2
423,524,2004,0
423,524,2005,0
423,524,2006,0
423,524,2007,0
423,524,2008,0
423,524,2009,1
423,524,2010,0
423,524,2011,0
423,524,2012,0
423,524,2013,0
423,524,2014,0
423,525,2000,1
423,525,2001,0
423,525,2002,0
423,525,2003,0
423,525,2004,0
423,525,2005,2
423,525,2006,0
423,525,2007,0
423,525,2008,0
423,525,2009,0
423,525,2010,0
423,525,2011,0
423,525,2012,0
423,525,2013,0
423,525,2014,0
423,531,2000,2
423,531,2001,0
423,531,2002,0
423,531,2003,1
423,531,2004,0
423,531,2005,2
423,531,2006,0
423,531,2007,0
423,531,2008,1
423,531,2009,0
423,531,2010,0
423,531,2011,1
423,531,2012,0
423,531,2013,3
423,531,2014,0
423,532,2000,0
423,532,2001,0
423,532,2002,2
423,532,2003,0
423,532,2004,0
423,532,2005,0
423,532,2006,0
423,532,2007,0
423,532,2008,0
423,532,2009,0
423,532,2010,2
423,532,2011,1
423,532,2012,1
423,532,2013,0
423,532,2014,1
423,533,2000,0
423,533,2001,0
423,533,2002,0
423,533,2003,0
423,533,2004,0
423,533,2005,0
423,533,2006,1
423,533,2007,0
423,533,2008,0
423,533,2009,0
423,533,2010,0
423,533,2011,0
423,533,2012,0
423,533,2013,0
423,533,2014,0
423,541,2000,6
423,541,2001,7
423,541,2002,7
423,541,2003,3
423,541,2004,3
423,541,2005,5
423,541,2006,7
423,541,2007,10
423,541,2008,3
423,541,2009,3
423,541,2010,4
423,541,2011,6
423,541,2012,5
423,541,2013,4
423,541,2014,2
423,561,2000,5
423,561,2001,3
423,561,2002,2
423,561,2003,1
423,561,2004,1
423,561,2005,3
423,561,2006,1
423,561,2007,0
423,561,2008,2
423,561,2009,1
423,561,2010,4
423,561,2011,2
423,561,2012,0
423,561,2013,3
423,561,2014,0
423,562,2000,2
423,562,2001,0
423,562,2002,0
423,562,2003,0
423,562,2004,0
423,562,2005,0
423,562,2006,1
423,562,2007,4
423,562,2008,2
423,562,2009,2
423,562,2010,0
423,562,2011,1
423,562,2012,1
423,562,2013,0
423,562,2014,0
423,611,2000,0
423,611,2001,0
423,611,2002,0
423,611,2003,0
423,611,2004,0
423,611,2005,0
423,611,2006,0
423,611,2007,0
423,611,2008,0
423,611,2009,0
423,611,2010,0
423,611,2011,0
423,611,2012,1
423,611,2013,0
423,611,2014,0
423,621,2000,0
423,621,2001,0
423,621,2002,0
423,621,2003,0
423,621,2004,2
423,621,2005,0
423,621,2006,0
423,621,2007,2
423,621,2008,2
423,621,2009,2
423,621,2010,0
423,621,2011,1
423,621,2012,1
423,621,2013,0
423,621,2014,1
423,622,2000,1
423,622,2001,0
423,622,2002,1
423,622,2003,0
423,622,2004,1
423,622,2005,0
423,622,2006,0
423,622,2007,0
423,622,2008,0
423,622,2009,0
423,622,2010,1
423,622,2011,0
423,622,2012,1
423,622,2013,0
423,622,2014,0
423,711,2000,0
423,711,2001,0
423,711,2002,0
423,711,2003,0
423,711,2004,1
423,711,2005,0
423,711,2006,1
423,711,2007,0
423,711,2008,0
423,711,2009,0
423,711,2010,0
423,711,2011,0
